Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size,Lilypad
2000,Sweetbay Magnolia,4,Magnolia virginiana,"['sun', 'partial sun']",6,Magnolia virginiana is a highly variable species native to the Eastern USA. The species is very site responsive resulting in a range of plant sizes. The primary assets are the semi-evergreen foliage and sweet scented 2 inch to 3 inch diameter white flowers sporadically present from spring to frost. The plant's form is relatively open and airy compared to Magnolia grandiflora.,{'white'},"{'fall', 'spring', 'summer'}",TRUE,"[20, 80]","[15, 25]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/magnoliavirginiana7.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.65667808
2002,Saucer Magnolia,4,Magnolia x soulangiana,"['sun', 'partial sun']",6,Saucer Magnolia is a large coarse textured deciduous shrub to small tree. The crown is rounded at maturity. The species is primarily planted for its spectacular display of saucer-shaped purple-pink and white flowers in early spring prior to refoliation.,"{'white', 'pink'}",{'spring'},FALSE,"[15, 30]","[15, 20]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/magnoliaxsoulangiana2.jpg,"['shrub', 'tree']","['small', 'large']",0.61729452
2003,Leatherleaf Mahonia,4,Mahonia bealei,['shade'],6,"Mahonia bealei is a coarse textured seldom branched suckering evergreen shrub. Although the leaves are pinnately compound, the leaflets closely resemble those of a holly (Ilex spp.). This is the most commonly utilized Mahonia in East and Central Texas. Leatherleaf Mahonia tolerates moderately dense shade. It is valued for its attractive late winter or early spring yellow flowers which are followed by chalky blue fruit. Leatherleaf Mahonia has a very bold form that is sometimes challenging to blend gracefully into the landscape.",{'yellow'},"{'spring', 'winter'}",TRUE,"[4, 8]","[3, 6]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/mahoniabealei4.jpg,['shrub'],"['small', 'medium']",0.63441781
2004,Kumquat,4,Fortunella margarita,"['sun', 'partial sun']",6,The Kumquat is closely related to the Citrus spp. forming a medium shrub to small tree. It produces a small bitter sweet elongated elliptic orange-like fruit with a thin rind. The evergreen leaves have a medium fine texture. Useful as a summer patio plant or landscape shrub in USDA zone 9 and warmer regions.,{'white'},"{'spring', 'winter'}",TRUE,"[6, 10]","[4, 8]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/fortunella.jpg,"['shrub', 'tree', 'tropical']","['small', 'medium', 'large']",0.64383562
2005,Yellow Flag,4,Iris pseudacorus,"['sun', 'partial sun', 'shade']",5.4,Yellow Flag is a highly adapted perennial Iris for boggy soils or even shallow water covered areas. The tall green to blue-green leaves contrast handsomely with the bright yellow flowers. Yellow Flag is a good companion plant for the Louisiana Irises.,{'yellow'},{'spring'},FALSE,"[3, 6]","[0, 20]",0,2,1,2,0,http://ekps.tamu.edu//images/plants/irispseudacorus.jpg,['perennial'],"['small', 'medium']",0.54623288
2006,Petunia,4,Petunia x hybrida,"['sun', 'partial sun']",5.21,"Petunias are popular warm season annuals in northern climates and serve as reliable transition season annuals in much of Texas. Petunias can sometimes be planted and used as winter annuals in the southern half of Texas. Their value as bedding plants and hanging basket plants is unsurpassed. The sprawling vine-like stems form a spreading mound and the trumpet-shaped blossoms come in a huge range of colors, sizes, shapes, and fragrance levels.",set(),"{'fall', 'spring', 'winter'}",FALSE,"[0.5, 1.5]","[1, 3]",2,1,1,1,2,http://ekps.tamu.edu//images/plants/petuniah.jpg,"['vine', 'annual']","['small', 'medium']",0.6010274
2007,Oakleaf Hydrangea,4,Hydrangea quercifolia,"['partial sun', 'shade']",5.2,"Oakleaf Hydrangea is a handsome southeastern U.S. native shrub with numerous suckering stems. This shrub offers four seasons of interest, including white spring/summer flowers, tan to pinkish red fruit capsules, large dark green oakleaf-shaped leaves, maroon to red fall color, and cinnamon stick-like stems. Oakleaf Hydrangea is an excellent selection for shady to partly shady locations.",{'white'},"{'spring', 'summer'}",TRUE,"[4, 8]","[4, 10]",1,1,1,2,2,http://ekps.tamu.edu//images/plants/hydrangeaquercifolia.jpg,['shrub'],"['medium', 'large']",0.57876712
2008,Foster's Holly,4,Ilex x attenuata,"['sun', 'partial sun']",5.2,Ilex x attenuata 'Fosteri' is a medium textured evergreen holly with a narrow conical crown. The dark glossy green foliage contrasts nicely with the medium size red berries. This hybrid holly is a result of a cross between Ilex opaca x Ilex cassine. With proper siting it can be used into USDA zone 6b.,{'green'},{'spring'},TRUE,"[15, 25]","[5, 8]",1,2,1,2,1,http://ekps.tamu.edu//images/plants/ilexattenuata2.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.56421233
2009,Canadian Hemlock,4,Tsuga canadensis,"['sun', 'partial sun']",5.2,"Canadian Hemlock is a medium to large size conical to pyramidal evergreen tree in its native environment. This species is only suitable for use in the cooler extreme northeastern portions of our region, but is sometimes sold as a live or cut Christmas tree in other areas. Where adapted to the landscape, the fine textured dense foliage and pleasing form make it a desirable landscape plant. The main attraction is the dark green leaves with silver lines on the back. This is an important timber tree tree in its native range and a high value landscape tree in cooler climates. Dwarf forms are often used for hedges.",set(),{'spring'},TRUE,"[25, 165]","[10, 15]",0,1,1,2,1,http://ekps.tamu.edu//images/plants/tsugacanadensis6.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.53681507
2010,Japanese Maple,4,Acer palmatum,"['partial sun', 'shade']",5.2,"Japanese Maples are popular small trees for use in  many cold / cool temperate regions, but offer limited potential for much of Texas. Valued for their fine textured, red to green foliage, yellow to red fall color, delicate growth habits, sometiems colorful twigs, they are popular landscape plants. Unfortunately, Japanese Maples tend to develop leaf scorch unless sited in mostly shady locations in Texas. They are also intolerant of drought, high pH soils, and poor quality irrigation water. Best reserved for selected microsites in East Texas. Growth form varies from upright oval to rounded to spreading and weeping.","{'red', 'green'}",{'spring'},TRUE,"[8, 20]","[4, 15]",1,1,2,2,1,http://ekps.tamu.edu//images/plants/acerpalmatum.jpg,"['shrub', 'tree']","['small', 'large']",0.55907534
2011,Drummond Red Maple,4,Acer rubrum var. drummondii,['sun'],5.2,"Drummond Red Maple is a medium to large deciduous shade tree similar in many respects to the species type (see Red Maple listing). Drummond Red Maple tends to have a more leathery leaf, better adaptability to warmer climates and more poorly drained soils than the species type. At least some selections of Drummond Red Maple appear to be slightly more tolerant of neutral to mildly alkaline soils than the species type, but this is variable. Fruit of this variety appear to be larger and tend to be red compared to the species type.",{'red'},"{'spring', 'winter'}",TRUE,"[30, 50]","[25, 40]",1,1,2,2,1,http://ekps.tamu.edu//images/plants/acerrubrumvardrummondii2.jpg,['tree'],"['medium', 'large']",0.57619863
2012,"Gladiola, Glads, or Sword Lily",4,Gladiolus x hortulanus,['sun'],5.2,"Glads are popular florist flowers that are also included in home gardens, typically for cut flowers. Scant sword-like foliage and a tall one-sided flower spike arise from a corm. Often lifted as summer corm that is overwintered in cold storage/root cellars  in northern climates.",set(),"{'fall', 'spring', 'summer'}",FALSE,"[1, 5]","[1, 6]",0,1,1,2,1,http://ekps.tamu.edu//images/plants/gladiolusxhortulanus.jpg,"['perennial', 'annual']","['small', 'medium']",0.56592466
2013,Tropical Hibiscus,4,Hibiscus rosa-sinensis,"['sun', 'partial sun']",5.2,Tropical Hibiscus are medium to large evergreen shrubs used as patio container plants or in the warmer portions of the state as landscape shrubs. The dark rubbery textured ovate-rhomibic leaves set off the large mallow-like blooms. Flower colors are available in nearly every color of the rainbow.,"{'red', 'pink', 'yellow', 'orange'}","{'fall', 'spring', 'summer'}",FALSE,"[3, 10]","[2, 8]",2,1,1,0,1,http://ekps.tamu.edu//images/plants/hibiscusrosa-sinensis7.jpg,"['shrub', 'interiorscape', 'annual', 'tropical']","['medium', 'large']",0.5744863
2014,Vinca or Periwinkle,4,Catharanthus roseus,"['sun', 'partial sun']",5.2,"Vinca or Periwinkles are tropical perennials that serve as one of Texas' most popular summer annuals. The dark lustrous green foliage contrasts well with the white, pink, to purple flowers that are held at or above the foliage. Plants form a dense spreading mound.","{'white', 'pink'}","{'fall', 'spring', 'summer'}",FALSE,"[0.5, 2.0]","[1.0, 2.5]",2,1,1,0,1,http://ekps.tamu.edu//images/plants/catheros.jpg,"['perennial', 'annual', 'tropical']","['small', 'medium']",0.5744863
2015,Horsetail,4,Equisetum hyemale,"['sun', 'partial sun', 'shade']",5.2,"Horsetail is an ancient plant that is sometimes used in gardens for its bold vertical form and durability. Horsetails consist of medium to dark green sparsely branched round segmented stems. Suitable for water/bog gardens where the rhizomes are constrained, can serve as a tall groundcover on difficult sites.","{'brown', 'black'}","{'fall', 'spring', 'summer'}",TRUE,"[3, 9]","[0, 20]",1,2,1,2,1,http://ekps.tamu.edu//images/plants/equisetu.jpg,"['perennial', 'groundcover']",['medium'],0.58818493
2016,Sugar Maple,4,Acer saccharum,"['sun', 'partial sun']",5.2,"Sugar Maple is a large tree from the Eastern and Central portions of the United States and Canada. Once the source of sap for maple syrup production, these stately trees are valued for their handsome foliage and potentially vivid fall colors. This is the classic tree contributing to New England's picturesque falls. The species performs best in our region in NE Texas.","{'yellow', 'green'}",{'spring'},TRUE,"[60, 120]","[40, 70]",0,1,1,2,1,http://ekps.tamu.edu//images/plants/acersaccharum.jpg,['tree'],"['medium', 'large']",0.53167808
2017,Giant Sequoia,4,Sequoiadendron giganteum,"['sun', 'partial sun']",5.2,"Giant Sequoia is among the world's largest and oldest living organisms. Trees can grow to 325 ft tall and with trunks wide enough to make a tunnel and drive a car through it. This species from high elevations in the interior mountains in California can be grown in the Eastern U.S., including Northeast Texas, but do not approach a size anywhere near that in their native land. It also can be grown in some European landscapes. Although not quite as tall as Sequoia sempervirens, Sequoiadendron giganteum is much more massive of trunk and the foliage is more like that of Juniperus spp. than that of S. sempervirens. Giant Sequoia is more cold hardy and can tolerate drier atmospheric conditions than Coast Redwood, but Giant Sequoia does not perform well in hot sweltering summers. Dwarf cultivars are sometimes used in rock gardens.",set(),{'spring'},TRUE,"[325, 325]","[0, 20]",0,1,1,2,1,http://ekps.tamu.edu//images/plants/sequoiadendrongiganteum9.jpg,['tree'],"['medium', 'large']",0.53167808
2018,Yews,4,Taxus spp.,"['sun', 'partial sun', 'shade']",5.2,"Yews are of historic and ecomomic significance in cold temperate climates. These large evergreen shrubs to small trees are valued for their densely borne dark green needle-like leaves and tolerance to sun or shade in much of their useful range. Yews are favorites along with boxwoods (Buxus spp.) for use as sheared formal hedge or topiary plants. In Texas, yews are minor components of some landscapes in extreme Northeast Texas. Most Taxus spp. are not very heat tolerant and tend to languish in southern portions of USDA zone 7 and warmer climates. Try Podocarpus macrophyllus var. maki as an alternative for Texas landscapes.",set(),{'spring'},TRUE,"[2, 50]","[2, 20]",0,1,1,2,1,http://ekps.tamu.edu//images/plants/taxusxmedia5.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.53681507
2019,Bush Cinquefoil,4,Potentilla fruticosa,"['sun', 'partial sun']",5.2,"Bush Cinquefoil is a fine textured small evergreen shrub forming an irregular dense rounded mound of foliage. This plant is extensively utilized as a multi-purpose shrub for low input landscapes throughout cool temperate regions of the world. The dark glossy green leaves provide an excellent foil for the small white, yellow, orange, pink, or red-pink flowers. A shreddy bark develops on older specimens.","{'red', 'pink', 'yellow', 'orange'}","{'spring', 'summer'}",TRUE,"[2, 4]","[3, 5]",0,1,1,2,1,http://ekps.tamu.edu//images/plants/potentillafruiticosa.jpg,"['groundcover', 'shrub']",['small'],0.54366438
2020,Quaking Aspen,4,Populus tremuloides,['sun'],5.2,"Quaking Aspen is a medium to large deciduous uprigh oval crown tree that suckers to form large colonies in cold portions of North America. This species is also found at very high elevations in warmer regions, such as West Texas and New Mexico. In regions where it can be grown it has beautiful whitish bark, trembling dark glossy green leaves, and can develop outstanding yellow fall color. It is very important ecologically in its native range.",{'green'},{'spring'},FALSE,"[30, 90]","[20, 50]",0,1,1,1,0,http://ekps.tamu.edu//images/plants/populustremuloides2.jpg,['tree'],"['medium', 'large']",0.50599315
2022,Witchhazels,4,Hamamelis spp.,"['sun', 'partial sun']",5,"Witchhazels are medium deciduous shrubs to small trees with handsome summer leaves, good fall color, and fragrant off-season flowers. Depending upon the species or hybrid chosen, plants can be selected that flower from fall to early spring. They are suitable for use as seasonal screens, hedges, limbed up small trees, naturalizing, or as foundation plants for large structures.","{'red', 'yellow', 'orange'}","{'fall', 'spring', 'winter'}",TRUE,"[8, 25]","[8, 12]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/hamamelisvirginiana2.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.55821918
